p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.65248455510575e-120,7.7772319798926,0.513,0.095,8.26242277552873e-117,Myofibroblasts,MRVI1
0,7.77412047672367,0.654,0.039,0,Myofibroblasts,CARMN
0,7.77334427739228,0.777,0.064,0,T-cells,GNLY
2.47751716482766e-113,7.75745077662744,0.581,0.144,1.23875858241383e-109,Macrophages,RNASE1
0,7.75120053378448,0.562,0.018,0,Fibroblasts,CPXM1
0,7.74320142334858,0.948,0.024,0,Undifferentiated Keratinocytes,KRT14
0,7.72878930451677,0.837,0.172,0,Differentiated Keratinocytes,FABP5
3.89618571082584e-28,7.72655867148969,0.372,0.101,1.94809285541292e-24,Myofibroblasts,SLC8A1
0,7.71159553095475,0.851,0.019,0,Fibroblasts,LUM
0,7.70115348648757,0.842,0.07,0,Fibroblasts,PCOLCE
6.62831537557973e-284,7.68833475732507,0.839,0.048,3.31415768778986e-280,Macrophages,SPI1
1.66692252230642e-58,7.67900944668455,0.726,0.107,8.3346126115321e-55,Neural cells,XKR4
0,7.67638345919835,0.832,0.031,0,T-cells,SAMSN1
0,7.65292951300533,0.984,0.18,0,Vascular endothelial cells,RAMP2
3.02079151951716e-206,7.65218989851629,0.718,0.029,1.51039575975858e-202,T-cells,TRBC2
0,7.65146179699035,0.92,0.072,0,Differentiated Keratinocytes,LYPD3
0,7.64622972052784,0.609,0.028,0,Fibroblasts,MFAP5
9.8299542303091e-64,7.64195346430804,0.919,0.142,4.91497711515455e-60,Melanocytes,SNCA
0,7.62845662434213,0.746,0.019,0,Vascular endothelial cells,SELE
2.45377884340243e-232,7.6044952909332,0.287,0.028,1.22688942170122e-228,Fibroblasts,HSPB3
0,7.60072176711499,0.948,0.156,0,Differentiated Keratinocytes,PERP
0,7.59841926445294,0.915,0.142,0,Macrophages,HLA-DQA1
0,7.59520724327063,0.728,0.031,0,Fibroblasts,CFH
0,7.56351923952831,0.836,0.073,0,Vascular endothelial cells,CDH5
0,7.53656007396328,0.939,0.074,0,Vascular endothelial cells,GIMAP4
2.19689736018636e-147,7.52531905479638,0.777,0.21,1.09844868009318e-143,Sweat gland cells,VAMP8
0,7.503964204381,0.908,0.107,0,Vascular endothelial cells,CAVIN2
5.98799599483183e-73,7.50041304338381,0.784,0.124,2.99399799741591e-69,Neural cells,ERBB3
0,7.49290385781127,0.765,0.055,0,Differentiated Keratinocytes,SULT2B1
0,7.44913736705051,0.4,0.019,0,Fibroblasts,GREM2
0,7.44443335320152,0.731,0.026,0,Undifferentiated Keratinocytes,SYT8
6.50394909365436e-52,7.43589751597357,0.862,0.241,3.25197454682718e-48,Melanocytes,OSTM1
0,7.43559996766793,0.917,0.058,0,Vascular endothelial cells,HOXD1
2.67585475777044e-238,7.41680127890986,0.807,0.077,1.33792737888522e-234,Macrophages,NCF2
1.6440756394732e-72,7.39366743277585,0.547,0.033,8.220378197366e-69,T-cells,TNFRSF9
0,7.39104093873667,0.905,0.042,0,Fibroblasts,C1S
0,7.3613346646255,0.599,0.063,0,Fibroblasts,TNMD
0,7.35760893056549,0.925,0.043,0,Vascular endothelial cells,TM4SF18
