p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,1.57597403144854,0.398,0.029,0,Pericytes,COX4I2
5.68740728893585e-203,1.57575411405513,0.451,0.139,1.21437520433358e-198,Pericytes,ADAMTS4
0,1.5751359488931,0.354,0.034,0,T-cells,RAC2
0,1.57281914265808,0.295,0.015,0,Pericytes,CNN1
0,1.5720265912039,0.4,0.028,0,Macrophages,FCGR2A
0,1.56992153013844,0.489,0.026,0,Keratincytes,DEFB1
0,1.56920723735806,0.401,0.054,0,Fibroblasts,PDGFRA
0,1.56761054202668,0.597,0.032,0,Keratincytes,C19orf33
0,1.56752228387937,0.374,0.002,0,Melanocytes,TRPM1
0,1.5673001712897,0.48,0.005,0,Melanocytes,BCAN
0,1.566223283685,0.493,0.103,0,Pericytes,NR2F2
0,1.56474169533283,0.655,0.131,0,Keratincytes,SDC4
0,1.56391477534584,0.276,0.016,0,T-cells,AC092580.4
0,1.55979742432738,0.583,0.091,0,Vascular endothelial cells,NPDC1
0,1.55966947036477,0.263,0.037,0,Macrophages,MIR155HG
0,1.55783417173134,0.351,0.015,0,T-cells,LCK
0,1.55719880752401,0.479,0.052,0,Keratincytes,COL17A1
0,1.55665386396751,0.467,0.152,0,Fibroblasts,PPIC
0,1.55626991731551,0.583,0.173,0,Macrophages,GNA13
0,1.55325188994795,0.568,0.151,0,Vascular endothelial cells,NCOA7
0,1.55291561952138,0.281,0.043,0,Macrophages,C1QA
3.70527909809306e-114,1.55148557388452,0.379,0.154,7.91151193024829e-110,T-cells,RGS1
0,1.54314921740764,0.691,0.085,0,Keratincytes,NDFIP2
0,1.5384339338403,0.603,0.042,0,Keratincytes,PPP1R14C
0,1.53077530223863,0.522,0.065,0,Vascular endothelial cells,ZNF385D
0,1.52403415716055,0.476,0.101,0,Macrophages,CXCL16
9.69965967771849e-194,1.51740300039326,0.385,0.111,2.07107133438645e-189,Vascular endothelial cells,C8orf4
0,1.51201736471911,0.423,0.003,0,Melanocytes,MIA
0,1.51107055488269,0.387,0.061,0,Fibroblasts,RP11-572C15.6
0,1.50964378214126,0.499,0.242,0,Fibroblasts,HES1
0,1.50904907378679,0.346,0.038,0,T-cells,FYB
0,1.50608712391354,0.509,0.025,0,Keratincytes,MAL2
0,1.50116128391895,0.678,0.098,0,Keratincytes,SPINT2
5.56643059598576e-187,1.49332875359044,0.417,0.131,1.18854426085488e-182,Pericytes,CSRP1
0,1.48734759113509,0.536,0.189,0,Fibroblasts,SDC2
0,1.48666025483617,0.615,0.187,0,Macrophages,DUSP2
1.67259652388363e-203,1.48401667080434,0.558,0.073,3.57132809779632e-199,Lymphatic endothelial cells,EGFL7
5.75215755682692e-87,1.48295755198724,0.697,0.243,1.22820068153368e-82,Lymphatic endothelial cells,FABP5
1.13914792108807e-38,1.48244974817117,0.634,0.191,2.43230864110724e-34,Melanocytes,ASAH1
0,1.48084446114035,0.35,0.032,0,Fibroblasts,BICC1
0,1.4753818935626,0.315,0.023,0,Pericytes,KCNE4
0,1.47287835130619,0.511,0.087,0,Vascular endothelial cells,SOCS2
0,1.47133101422453,0.458,0.168,0,Fibroblasts,TNFAIP2
0,1.46055278461704,0.374,0.005,0,Melanocytes,CEP72
0,1.45493405136067,0.526,0.123,0,Vascular endothelial cells,UPP1
0,1.45266590534703,0.304,0.011,0,T-cells,CD3G
0,1.45134890781109,0.332,0.028,0,Macrophages,GPR157
0,1.44958848027912,0.342,0.08,0,Fibroblasts,C3
0,1.44755445902073,0.534,0.024,0,Keratincytes,TP63
1.27466084234778e-170,1.44116547911461,0.389,0.13,2.72165583058097e-166,T-cells,PTGER4
0,1.44065794474006,0.596,0.172,0,Macrophages,STK4
0,1.44058589132367,0.514,0.034,0,Lymphatic endothelial cells,FXYD6
5.10120531418461e-74,1.43886763883907,0.366,0.039,1.0892093586847e-69,Melanocytes,FRZB
0,1.42943119950869,0.421,0.125,0,Fibroblasts,LTBP4
0,1.42573346569843,0.294,0.014,0,T-cells,SIT1
0,1.42526724768796,0.67,0.155,0,Keratincytes,DAAM1
0,1.42219240361216,0.3,0.064,0,Fibroblasts,HAS2
0,1.42009252052796,0.379,0.057,0,Fibroblasts,OLFML3
0,1.41977250097715,0.343,0.067,0,Fibroblasts,MGST1
1.52570838275331e-134,1.4192244281472,0.629,0.131,3.25769253885487e-130,Lymphatic endothelial cells,SLC9A3R2
0,1.41705157438474,0.641,0.103,0,Keratincytes,FHL2
1.01823981935029e-300,1.41499344020439,0.27,0.066,2.17414566227673e-296,Fibroblasts,TSPAN8
0,1.41334403937446,0.561,0.119,0,Vascular endothelial cells,EPAS1
0,1.41313023741263,0.462,0.078,0,Macrophages,GLIPR1
0,1.4122386783251,0.388,0.038,0,Vascular endothelial cells,RBP7
0,1.4108571209765,0.314,0.028,0,Macrophages,IL4I1
0,1.41082123004328,0.586,0.126,0,Macrophages,HCST
6.45418561721346e-58,1.41043926328832,0.309,0.035,1.37809771298742e-53,Melanocytes,S100B
0,1.40898737417127,0.407,0.003,0,Melanocytes,GPR143
2.9438939845827e-82,1.4076900659295,0.528,0.074,6.28580243588097e-78,Melanocytes,TFAP2A
0,1.40486592506166,0.294,0.015,0,T-cells,SPOCK2
0,1.40443174443184,0.26,0.009,0,T-cells,CD40LG
0,1.40322815197489,0.39,0.031,0,Pericytes,ISYNA1
0,1.40194829565664,0.28,0.021,0,T-cells,CLEC2D
0,1.40120495730047,0.39,0.048,0,Macrophages,FAM49A
0,1.40010263555862,0.376,0.011,0,Macrophages,CLEC7A
1.03407434023883e-115,1.39715204192851,0.48,0.043,2.20795553127795e-111,Melanocytes,MCOLN3
0,1.39696145578998,0.383,0.043,0,Macrophages,TRAF1
2.43306447342173e-267,1.39421771618089,0.391,0.089,5.19507926365007e-263,T-cells,GPSM3
0,1.39208348681344,0.463,0.014,0,Lymphatic endothelial cells,SCN3B
2.47154714712985e-93,1.38866821442065,0.504,0.059,5.27724746855166e-89,Melanocytes,RAB38
0,1.388486260624,0.611,0.224,0,Macrophages,AP1S2
0,1.38584645901552,0.575,0.167,0,Vascular endothelial cells,KLF2
0,1.38498542106011,0.483,0.063,0,Vascular endothelial cells,EVA1C
0,1.38223526895034,0.361,0.025,0,Macrophages,BCAT1
0,1.38121762488312,0.321,0.041,0,Fibroblasts,LOX
0,1.38010779018098,0.343,0.044,0,Pericytes,PTP4A3
0,1.37724162623809,0.625,0.1,0,Keratincytes,HOPX
0,1.37713214961306,0.558,0.104,0,Vascular endothelial cells,NRN1
2.03208796851398e-89,1.37503325131986,0.504,0.061,4.33891423037105e-85,Melanocytes,PAG1
